employee_id,age,gender,education_level,department,job_role,tenure_months,last_performance_rating,promotions_last_3yrs,training_hours_completed,certifications_count,salary_band,compensation_percentile,bonus_received,hike_percent_last_year,avg_monthly_hours,work_life_balance_score,engagement_score,job_satisfaction,absenteeism_days,manager_tenure,manager_change_count,team_size,peer_feedback_score,current_project_risk_score,project_complexity_level,client_importance_score,attrition,best_fit_role,project_risk_flag
181,27,Male,Master,Tax,Analyst,119,1,0,150,7,Mid,45,0,23,99,5,58,4,26,9,0,9,3,80,Low,99,0,Consultant,0
182,43,Female,Bachelor,Technology,Analyst,158,4,0,185,4,Low,26,0,11,110,1,5,1,20,203,2,14,4,37,Low,19,1,Consultant,0
183,32,Male,Master,Risk Advisory,Consultant,140,2,1,198,1,Mid,53,1,5,100,4,55,3,29,184,3,11,2,31,Medium,10,0,Senior Consultant,0
184,37,Female,MBA,Risk Advisory,Manager,118,2,0,136,5,High,64,1,19,182,5,82,4,11,199,3,8,4,12,Medium,86,0,Senior Manager,0
185,54,Male,Bachelor,Tax,Senior Consultant,62,1,0,15,7,Mid,26,0,25,131,5,83,3,20,13,4,15,3,61,Medium,35,1,Manager,0
186,30,Female,PhD,Tax,Manager,190,1,0,171,3,High,90,0,26,123,1,96,1,13,137,4,4,2,33,Medium,61,0,Senior Manager,0
187,27,Female,Master,Tax,Manager,87,4,0,27,9,Low,94,1,25,164,1,21,4,24,219,0,14,5,39,Medium,11,0,Senior Manager,0
188,37,Male,PhD,Risk Advisory,Manager,70,5,0,150,8,Mid,29,0,0,87,3,7,5,9,118,2,7,3,16,Low,39,1,Senior Manager,0
189,50,Other,Bachelor,Technology,Partner,99,2,0,139,7,Low,96,0,9,89,1,1,3,13,211,1,15,3,78,Low,32,1,Partner,0
190,24,Other,Master,Audit,Partner,143,2,0,41,6,Mid,61,1,16,134,2,62,1,12,50,2,9,5,60,Low,27,0,Partner,0
191,41,Male,Master,Audit,Partner,124,5,0,8,6,Low,14,0,14,178,5,19,1,14,142,2,3,4,92,Medium,56,1,Partner,0
192,57,Male,MBA,Consulting,Partner,230,4,0,57,7,Low,93,0,29,171,2,9,2,20,179,2,11,1,44,High,27,0,Partner,0
193,40,Other,Master,Risk Advisory,Manager,220,3,0,108,6,Mid,53,0,14,81,4,29,2,15,58,4,2,4,97,Medium,18,0,Senior Manager,0
194,47,Other,Master,Tax,Manager,7,3,0,75,0,Mid,59,0,8,117,4,31,3,11,36,4,19,1,49,High,40,1,Senior Manager,0
195,24,Male,PhD,Technology,Senior Consultant,134,2,1,146,4,Mid,69,0,6,122,2,67,4,21,8,2,11,4,8,Low,90,0,Manager,0
196,40,Male,Bachelor,Risk Advisory,Senior Consultant,27,3,0,163,1,Mid,30,0,27,159,4,30,2,2,115,4,6,5,97,High,9,0,Manager,1
197,41,Male,Bachelor,Consulting,Senior Consultant,2,4,0,76,4,Low,22,0,27,184,5,74,3,14,31,0,4,1,27,Medium,89,0,Manager,0
198,53,Other,Master,Audit,Senior Consultant,134,3,0,65,4,Low,96,0,0,187,5,76,4,5,8,3,6,4,42,Medium,98,0,Manager,0
199,28,Male,Master,Technology,Senior Consultant,61,1,0,103,5,Low,81,0,23,119,3,67,2,3,164,3,3,5,76,Medium,3,0,Manager,0
200,54,Female,Master,Audit,Partner,160,4,0,56,5,Low,94,0,28,234,3,97,3,14,95,3,13,3,48,Medium,71,0,Partner,0
201,39,Female,Master,Technology,Manager,157,5,0,56,5,Mid,6,0,17,178,1,54,1,7,7,0,11,3,20,High,93,0,Senior Manager,0
202,22,Male,PhD,Tax,Senior Consultant,226,2,0,107,6,Mid,5,0,26,188,1,21,3,15,187,2,2,4,37,Low,40,1,Manager,0
203,32,Female,MBA,Technology,Consultant,65,4,0,24,1,Low,41,0,20,214,4,39,5,0,62,1,11,3,43,Low,34,0,Senior Consultant,0
204,49,Male,Bachelor,Tax,Senior Consultant,143,3,0,140,3,Low,100,1,21,185,3,72,2,10,34,4,16,3,75,High,48,0,Manager,1
205,46,Female,Bachelor,Risk Advisory,Senior Consultant,138,4,1,186,4,Mid,86,0,9,107,1,46,4,15,230,1,17,3,99,Low,6,0,Manager,0
206,44,Male,PhD,Audit,Manager,10,5,1,12,9,High,47,0,22,109,3,82,5,18,117,2,3,1,51,High,53,0,Senior Manager,0
207,52,Female,MBA,Technology,Partner,10,4,0,154,6,Low,23,0,29,220,4,93,4,18,229,0,6,5,50,High,66,0,Partner,0
208,51,Female,PhD,Technology,Analyst,37,5,0,167,1,Mid,77,0,22,129,4,67,1,15,25,2,2,4,43,Low,33,0,Consultant,0
209,56,Male,Bachelor,Consulting,Manager,32,5,0,82,7,Mid,53,1,16,207,4,85,1,2,66,2,19,3,77,Low,94,0,Senior Manager,0
210,28,Male,MBA,Audit,Partner,36,4,0,85,1,Mid,40,0,4,108,3,98,5,12,8,4,18,1,19,Medium,81,0,Partner,0
211,37,Male,MBA,Risk Advisory,Consultant,64,2,0,179,4,Low,61,0,13,189,1,59,2,8,117,0,15,2,93,Medium,41,0,Senior Consultant,0
212,47,Male,Bachelor,Tax,Analyst,217,2,0,144,8,Low,80,0,12,165,4,24,1,28,237,3,15,4,54,Medium,60,1,Consultant,0
213,23,Female,Master,Risk Advisory,Partner,143,3,0,178,1,Low,14,0,7,206,1,18,5,6,88,3,3,5,50,Medium,8,1,Partner,0
214,22,Female,Master,Consulting,Partner,73,4,1,1,1,Low,22,0,4,221,3,98,4,25,236,1,18,4,57,Medium,20,0,Partner,0
215,33,Female,Master,Risk Advisory,Manager,16,4,0,139,1,Low,68,0,11,190,2,65,5,4,118,4,14,4,69,High,2,0,Senior Manager,0
216,26,Female,MBA,Tax,Partner,105,1,0,155,6,Mid,81,0,11,143,1,18,5,6,169,0,6,2,74,Medium,100,1,Partner,0
217,58,Female,MBA,Audit,Senior Consultant,83,2,1,152,4,Mid,3,1,12,134,2,37,5,9,148,0,18,2,94,Medium,23,1,Manager,0
218,53,Female,MBA,Consulting,Partner,174,5,0,158,8,Mid,67,0,29,158,2,34,4,16,39,3,2,1,54,Low,54,0,Partner,0
219,30,Male,MBA,Technology,Analyst,122,1,1,154,3,Low,73,0,19,179,4,82,2,14,209,3,18,2,47,Medium,13,0,Consultant,0
220,56,Male,Master,Technology,Partner,172,4,0,107,0,Mid,38,1,23,126,1,2,2,27,188,0,2,1,9,Low,74,0,Partner,0
221,40,Male,Bachelor,Audit,Consultant,76,1,0,186,7,Mid,7,0,15,210,1,23,2,14,66,4,10,3,51,Medium,89,1,Senior Consultant,0
222,37,Female,MBA,Risk Advisory,Senior Consultant,35,2,0,0,5,Mid,13,0,26,191,4,88,4,26,129,1,5,2,26,High,83,1,Manager,0
223,24,Male,Master,Technology,Analyst,125,4,0,34,8,Low,96,0,19,186,3,76,5,0,173,0,2,2,23,Low,63,0,Consultant,0
224,41,Male,Bachelor,Consulting,Analyst,51,2,0,96,2,High,55,0,3,144,1,60,5,18,92,0,7,5,40,Medium,92,0,Consultant,0
225,45,Male,Master,Tax,Manager,107,1,0,0,9,Mid,2,1,24,95,2,2,1,29,239,3,11,2,30,Medium,24,1,Senior Manager,0
226,54,Female,Bachelor,Risk Advisory,Manager,186,3,1,8,6,Low,37,0,2,217,5,5,2,26,18,0,14,2,19,Medium,45,0,Senior Manager,0
227,45,Male,Master,Tax,Senior Consultant,5,5,0,160,0,High,77,0,24,136,5,63,3,3,103,0,14,5,90,Medium,14,0,Manager,0
228,32,Male,Bachelor,Risk Advisory,Analyst,166,5,1,43,1,High,93,0,27,138,2,32,5,0,120,4,6,4,7,Low,77,0,Consultant,0
229,29,Male,Bachelor,Consulting,Consultant,6,3,0,52,4,Low,77,1,22,123,2,41,1,12,7,0,16,4,61,Low,56,1,Senior Consultant,0
230,57,Male,PhD,Tax,Partner,179,3,0,174,9,Low,50,0,29,185,1,67,2,12,239,0,19,4,55,Medium,89,0,Partner,0
231,59,Female,MBA,Consulting,Partner,142,3,0,112,1,Mid,20,1,25,240,3,26,2,12,192,4,19,2,61,Medium,63,1,Partner,0
232,41,Male,MBA,Tax,Partner,176,2,0,84,7,High,49,0,20,169,3,30,2,14,100,3,11,2,61,Medium,1,1,Partner,0
233,56,Male,Master,Risk Advisory,Manager,12,4,0,45,4,Mid,11,0,0,217,1,10,3,8,63,4,2,2,18,Low,57,1,Senior Manager,0
234,46,Female,MBA,Consulting,Analyst,114,3,0,17,8,Low,50,0,28,181,4,94,3,5,222,4,15,3,20,Medium,24,0,Consultant,0
235,56,Male,MBA,Risk Advisory,Analyst,214,2,0,143,2,Mid,41,0,26,89,5,46,5,7,22,1,3,1,55,Low,52,1,Consultant,0
236,46,Male,Master,Risk Advisory,Consultant,237,1,1,186,5,Mid,73,1,19,224,2,95,4,7,201,3,14,2,64,Low,70,0,Senior Consultant,0
237,50,Female,PhD,Tax,Manager,180,1,0,123,3,Low,4,0,11,132,3,90,5,28,59,3,12,3,71,Low,46,0,Senior Manager,0
238,39,Male,Bachelor,Tax,Consultant,233,3,0,78,6,Mid,43,0,27,101,4,9,2,16,31,0,3,5,34,Medium,47,0,Senior Consultant,0
239,39,Male,PhD,Consulting,Analyst,114,1,0,51,6,Low,79,1,21,151,5,65,5,5,93,1,15,2,24,Medium,68,0,Consultant,0
240,23,Male,Master,Technology,Partner,68,3,0,180,4,Low,100,0,10,90,2,61,3,20,49,4,17,2,98,Medium,94,0,Partner,0
241,56,Female,Master,Audit,Manager,107,1,0,187,9,Mid,31,0,0,146,1,52,3,9,77,1,2,5,75,Medium,79,0,Senior Manager,0
242,37,Female,Bachelor,Tax,Manager,59,1,0,110,4,High,2,0,4,92,4,91,4,7,30,2,4,1,69,Low,4,0,Senior Manager,0
243,57,Female,Master,Risk Advisory,Manager,18,4,0,8,3,High,12,1,14,124,2,70,5,21,15,2,9,2,83,Medium,24,0,Senior Manager,0
244,54,Female,Master,Audit,Partner,181,4,0,27,8,Mid,85,1,8,118,1,78,5,4,118,4,2,2,19,Medium,76,0,Partner,0
245,25,Male,PhD,Consulting,Manager,31,1,0,65,6,Low,30,1,12,215,2,3,4,18,196,2,14,4,42,High,61,1,Senior Manager,0
246,54,Male,PhD,Audit,Senior Consultant,35,4,0,74,5,Low,44,1,21,247,1,21,2,7,95,4,13,2,34,High,67,0,Manager,0
247,35,Female,PhD,Audit,Manager,4,3,0,95,2,Mid,87,1,13,173,1,75,4,5,69,4,14,5,0,Low,26,0,Senior Manager,0
248,42,Other,Bachelor,Technology,Partner,9,5,0,21,4,Low,75,1,12,192,5,73,4,29,152,4,9,2,31,Low,56,0,Partner,0
249,41,Male,PhD,Technology,Manager,109,3,1,34,3,Mid,36,1,19,227,4,17,4,15,29,3,3,1,38,High,23,0,Senior Manager,0
250,29,Female,Master,Audit,Senior Consultant,143,4,0,105,4,Mid,25,1,9,137,3,75,3,26,221,3,3,1,36,High,43,0,Manager,0
251,28,Male,MBA,Technology,Senior Consultant,42,2,0,168,1,Mid,71,0,22,178,5,34,4,11,181,4,14,5,88,Medium,58,1,Manager,0
252,24,Male,Bachelor,Technology,Manager,187,1,0,158,4,Low,50,0,19,144,3,30,5,27,206,3,12,1,5,Medium,3,1,Senior Manager,0
253,38,Male,Master,Audit,Analyst,85,4,1,190,6,High,72,1,28,180,5,91,5,20,224,3,10,3,34,Low,44,0,Consultant,0
254,54,Male,PhD,Tax,Analyst,96,4,1,58,9,Low,22,1,18,241,1,52,3,22,161,3,3,1,41,Medium,88,0,Consultant,0
255,33,Female,PhD,Technology,Consultant,201,4,1,137,9,High,36,0,2,91,5,100,3,25,122,1,6,2,44,Medium,22,0,Senior Consultant,0
256,43,Female,Master,Audit,Senior Consultant,112,3,1,103,2,Mid,3,0,27,102,1,79,1,19,171,2,14,3,73,Medium,8,0,Manager,0
257,43,Male,MBA,Tax,Analyst,32,1,1,35,3,High,78,0,8,190,4,2,2,16,8,0,14,5,36,High,2,1,Consultant,0
258,51,Male,Bachelor,Technology,Consultant,80,5,0,71,0,Low,27,0,7,157,2,99,3,26,236,1,15,2,71,High,43,0,Senior Consultant,1
259,59,Female,MBA,Audit,Analyst,45,4,0,46,8,High,100,0,20,170,1,69,1,2,120,1,16,1,71,Medium,74,0,Consultant,0
260,59,Male,Master,Technology,Manager,5,2,0,185,2,Low,90,0,2,132,3,42,4,0,46,4,4,1,68,Low,14,1,Senior Manager,0
261,29,Female,Bachelor,Tax,Senior Consultant,234,1,0,46,9,High,7,1,12,119,1,87,1,4,139,0,14,2,36,Medium,13,0,Manager,0
262,48,Male,Bachelor,Audit,Analyst,159,5,2,96,5,Mid,37,1,9,157,1,33,1,16,169,4,13,3,39,High,36,0,Consultant,0
263,48,Female,Bachelor,Tax,Manager,153,2,0,21,0,High,55,0,23,115,3,74,1,11,127,1,4,4,85,Medium,74,0,Senior Manager,0
264,55,Male,MBA,Risk Advisory,Consultant,184,5,0,157,4,Low,44,0,11,221,1,76,1,15,174,4,3,1,27,Medium,16,0,Senior Consultant,0
265,42,Male,Bachelor,Consulting,Manager,1,5,0,150,9,Mid,72,0,3,191,1,76,4,15,135,4,9,5,31,Medium,36,0,Senior Manager,0
266,51,Male,Master,Risk Advisory,Consultant,61,1,0,115,4,Mid,60,0,18,113,3,24,2,14,137,3,8,5,90,Low,21,1,Senior Consultant,0
267,54,Male,Bachelor,Technology,Analyst,67,3,0,46,4,Mid,59,0,15,201,2,97,5,21,34,1,18,1,30,High,9,0,Consultant,0
268,49,Male,Master,Tax,Partner,213,2,1,123,0,High,52,0,4,233,4,6,1,15,21,1,15,5,75,Low,4,1,Partner,0
269,54,Female,MBA,Audit,Manager,220,4,1,181,6,Mid,4,0,27,134,1,90,4,12,69,3,6,1,0,High,36,0,Senior Manager,0
270,26,Male,Master,Tax,Partner,67,5,0,143,4,Low,2,0,8,142,1,76,5,10,226,3,12,1,70,Low,1,0,Partner,0
271,40,Male,Master,Technology,Senior Consultant,170,2,0,9,0,High,17,0,21,188,2,62,1,7,206,1,2,1,98,Low,69,0,Manager,0
272,25,Female,Master,Audit,Partner,96,1,0,163,7,Low,85,0,6,149,2,90,5,19,239,4,13,1,19,High,46,0,Partner,0
273,56,Female,Bachelor,Risk Advisory,Senior Consultant,224,2,0,27,5,Mid,100,0,13,125,4,32,2,17,21,1,3,5,88,Medium,47,1,Manager,0
274,38,Other,MBA,Tax,Analyst,94,4,0,169,6,Mid,84,0,14,116,1,21,1,25,71,3,12,2,21,Medium,8,0,Consultant,0
275,49,Female,Bachelor,Consulting,Analyst,59,4,0,94,3,Low,30,0,9,102,4,34,5,21,141,0,5,1,56,Medium,1,0,Consultant,0
276,51,Female,Bachelor,Technology,Manager,178,1,0,144,0,Mid,48,0,21,188,2,85,1,10,88,3,9,4,71,Medium,3,0,Senior Manager,0
277,50,Female,MBA,Technology,Partner,205,2,2,47,7,Mid,2,0,18,95,2,82,5,23,12,2,12,3,72,Medium,3,1,Partner,0
278,27,Other,Bachelor,Tax,Senior Consultant,34,3,0,51,0,Low,79,0,26,111,1,76,1,18,201,2,2,1,26,Low,29,0,Manager,0
279,56,Female,MBA,Risk Advisory,Senior Consultant,112,3,0,95,8,Low,66,0,18,86,3,0,4,16,227,1,3,1,82,Medium,43,0,Manager,0
280,58,Male,Bachelor,Risk Advisory,Partner,68,5,0,187,5,Mid,27,0,17,160,5,77,1,27,100,2,12,1,55,Medium,20,0,Partner,0
281,45,Male,MBA,Consulting,Analyst,182,5,1,166,4,Low,21,1,9,212,2,59,3,22,47,2,18,2,77,Medium,83,0,Consultant,0
282,50,Male,Bachelor,Consulting,Analyst,210,2,0,50,1,Mid,89,1,16,219,1,63,3,0,181,0,2,2,29,Low,33,0,Consultant,0
283,52,Female,Bachelor,Tax,Senior Consultant,224,5,0,50,7,High,93,0,29,169,3,47,3,1,115,4,15,1,90,Low,97,0,Manager,0
284,56,Female,Bachelor,Audit,Manager,142,4,0,132,8,Low,5,0,11,151,4,48,4,22,116,4,4,3,29,Medium,65,1,Senior Manager,0
285,54,Female,MBA,Risk Advisory,Analyst,160,1,0,105,2,Mid,65,1,8,88,4,58,3,13,200,4,9,3,17,High,50,0,Consultant,0
286,42,Male,PhD,Audit,Consultant,198,5,0,118,9,Mid,25,1,11,123,4,6,3,24,33,1,19,1,37,High,18,1,Senior Consultant,0
287,53,Female,Master,Audit,Senior Consultant,107,3,0,63,7,Low,25,0,28,101,3,40,2,10,37,0,6,1,40,Medium,72,1,Manager,0
288,44,Female,MBA,Tax,Partner,81,4,2,163,9,Mid,48,0,17,87,5,91,1,18,49,1,2,3,44,Medium,76,0,Partner,0
289,54,Male,Master,Consulting,Partner,8,3,0,166,4,Mid,11,0,19,135,3,50,5,5,57,0,2,5,89,Medium,59,0,Partner,0
290,24,Female,PhD,Audit,Senior Consultant,163,5,0,113,9,Mid,97,0,27,107,3,82,2,19,66,4,17,4,37,Low,97,0,Manager,0
291,39,Male,MBA,Tax,Senior Consultant,24,5,1,10,3,Mid,19,0,18,195,2,69,5,6,239,0,3,4,63,High,80,0,Manager,0
292,46,Female,Bachelor,Consulting,Analyst,3,4,0,53,9,Low,18,1,19,126,1,46,2,27,189,2,18,1,52,Low,72,1,Consultant,0
293,52,Female,MBA,Audit,Senior Consultant,81,3,1,3,8,Low,7,1,19,242,3,93,2,16,97,4,6,5,100,Medium,73,0,Manager,0
294,24,Female,Master,Audit,Senior Consultant,36,1,0,47,6,High,87,0,29,100,4,93,5,24,213,3,10,2,53,Medium,19,0,Manager,0
295,45,Female,Bachelor,Consulting,Consultant,179,1,0,54,3,Mid,4,0,9,112,2,42,2,4,87,0,5,2,34,Medium,44,1,Senior Consultant,0
296,53,Female,Bachelor,Consulting,Partner,104,4,0,32,4,Low,21,1,4,127,4,34,5,20,41,2,17,5,52,High,45,1,Partner,0
297,43,Female,PhD,Technology,Analyst,81,5,0,128,4,Mid,41,0,0,153,1,62,1,6,202,3,19,1,55,Medium,87,0,Consultant,0
298,44,Male,PhD,Technology,Manager,185,4,0,161,1,Mid,77,1,29,183,2,34,1,14,234,3,10,2,65,Low,7,0,Senior Manager,0
299,23,Female,MBA,Tax,Analyst,59,3,0,28,4,Low,91,1,6,209,1,74,4,25,75,4,19,5,27,Medium,67,0,Consultant,0
300,48,Male,PhD,Tax,Partner,94,1,0,194,2,Mid,6,0,14,240,3,2,1,6,136,2,10,1,1,Low,93,1,Partner,0
301,23,Male,MBA,Risk Advisory,Manager,217,5,1,112,4,Low,77,1,21,95,2,46,1,23,101,3,18,4,73,Low,24,0,Senior Manager,0
302,47,Female,Bachelor,Technology,Senior Consultant,22,3,0,151,0,Mid,63,0,15,129,1,58,1,11,159,3,6,5,100,Medium,72,0,Manager,0
303,38,Female,Bachelor,Consulting,Consultant,165,1,0,65,7,Mid,18,0,10,99,4,86,2,26,195,3,15,2,69,Medium,93,0,Senior Consultant,0
304,54,Male,Bachelor,Technology,Consultant,203,1,0,94,8,Mid,27,0,4,146,3,82,5,29,167,4,12,4,41,Medium,39,1,Senior Consultant,0
305,30,Male,Bachelor,Tax,Partner,126,2,0,126,8,High,87,1,1,124,2,37,2,2,136,0,17,5,89,High,85,1,Partner,1
306,50,Male,Bachelor,Tax,Partner,12,5,0,70,7,Low,46,0,3,114,3,81,2,27,109,4,15,2,25,Low,6,0,Partner,0
307,47,Male,Master,Tax,Consultant,149,4,1,92,1,Low,46,0,13,199,2,79,4,1,99,4,2,5,61,Low,65,0,Senior Consultant,0
308,56,Male,MBA,Consulting,Manager,143,2,0,60,1,High,95,0,8,108,2,25,3,23,7,1,10,5,67,Medium,97,1,Senior Manager,0
309,46,Female,MBA,Audit,Manager,12,1,0,170,9,Mid,85,0,9,124,5,88,1,29,50,0,18,5,94,Medium,71,0,Senior Manager,0
310,45,Male,Master,Tax,Analyst,86,5,0,116,4,Mid,89,0,14,222,2,23,4,19,238,1,19,5,39,Medium,6,0,Consultant,0
311,34,Female,PhD,Technology,Senior Consultant,103,5,0,88,5,Mid,45,0,3,82,1,40,2,25,134,0,17,3,72,Medium,84,0,Manager,0
312,28,Male,Master,Audit,Manager,56,2,1,74,4,Mid,43,0,8,172,1,70,2,16,218,4,18,3,81,High,1,0,Senior Manager,1
313,57,Other,MBA,Technology,Senior Consultant,227,3,0,44,0,Low,80,0,21,148,1,82,1,17,132,3,15,2,38,High,73,0,Manager,0
314,41,Male,Master,Tax,Partner,106,3,0,34,0,Mid,50,0,28,188,3,74,2,17,239,1,8,2,32,Medium,66,0,Partner,0
315,22,Male,Bachelor,Consulting,Manager,144,4,1,32,7,Low,80,1,27,177,5,82,5,21,76,3,10,1,57,High,37,0,Senior Manager,0
316,29,Male,PhD,Audit,Manager,33,5,0,68,4,Mid,21,0,12,113,1,52,5,22,188,4,2,4,12,Medium,2,0,Senior Manager,0
317,37,Female,Bachelor,Audit,Manager,117,2,0,194,7,Low,33,0,3,185,4,70,1,24,190,0,19,4,39,Medium,58,0,Senior Manager,0
318,35,Female,Master,Tax,Analyst,171,1,1,139,2,Mid,92,0,25,163,3,64,4,18,67,0,17,3,88,Medium,66,0,Consultant,0
319,33,Male,Bachelor,Tax,Partner,49,3,0,67,4,High,30,0,21,83,5,10,1,26,152,2,3,4,26,Medium,42,0,Partner,0
320,44,Male,Master,Tax,Consultant,78,2,0,159,1,Low,1,0,20,154,3,97,5,28,231,0,15,5,52,High,17,1,Senior Consultant,0
321,36,Male,PhD,Risk Advisory,Analyst,18,4,0,113,7,Low,69,1,22,226,5,35,1,29,160,0,16,3,35,Medium,12,0,Consultant,0
322,49,Female,Bachelor,Consulting,Analyst,236,4,0,23,0,Mid,33,0,28,228,3,72,3,12,215,4,6,5,26,Medium,79,0,Consultant,0
323,55,Female,MBA,Consulting,Manager,144,5,2,50,4,Mid,75,0,20,94,3,5,1,26,130,0,9,4,43,Medium,15,0,Senior Manager,0
324,23,Male,Bachelor,Tax,Analyst,168,4,0,193,6,High,72,0,7,96,1,6,2,20,14,4,5,5,73,Low,14,0,Consultant,0
325,53,Male,Bachelor,Risk Advisory,Consultant,195,4,0,196,9,Low,95,1,27,133,1,92,4,24,19,2,9,3,33,High,16,0,Senior Consultant,0
326,44,Male,Bachelor,Tax,Analyst,107,3,0,11,4,Mid,85,0,16,116,1,39,3,22,47,2,11,3,7,Low,87,0,Consultant,0
327,43,Male,MBA,Tax,Analyst,190,3,0,152,2,High,89,0,9,133,4,11,3,21,66,0,16,1,57,Medium,73,0,Consultant,0
328,46,Female,Bachelor,Consulting,Manager,90,4,0,104,3,Mid,18,0,19,101,2,29,2,7,29,1,19,5,7,Medium,99,1,Senior Manager,0
329,43,Male,Master,Risk Advisory,Partner,79,5,1,151,8,Low,12,0,3,87,2,75,5,21,123,1,7,1,71,Medium,100,0,Partner,0
330,43,Male,Bachelor,Consulting,Consultant,100,3,0,120,4,Low,12,0,29,90,5,81,5,6,204,3,4,5,43,Medium,82,0,Senior Consultant,0
331,27,Male,Bachelor,Tax,Manager,155,3,2,127,2,Mid,99,1,17,152,4,64,3,12,35,3,18,5,96,Medium,50,0,Senior Manager,0
332,36,Other,MBA,Technology,Analyst,118,4,0,171,6,Mid,64,0,8,149,5,14,4,16,237,2,4,2,82,Low,45,0,Consultant,0
333,58,Female,Bachelor,Audit,Consultant,120,5,1,44,5,Low,29,0,6,187,5,68,4,15,10,4,16,4,32,Medium,16,0,Senior Consultant,0
334,54,Male,Bachelor,Tax,Senior Consultant,127,4,0,184,2,Mid,78,1,0,88,4,96,1,20,15,3,7,4,56,Medium,59,0,Manager,0
335,29,Male,Bachelor,Risk Advisory,Analyst,81,1,1,44,9,Mid,77,1,22,158,4,0,3,23,144,3,14,4,0,High,21,1,Consultant,0
336,26,Male,Master,Technology,Partner,142,1,0,121,2,Mid,19,0,25,81,4,52,1,7,201,3,3,3,91,Medium,0,0,Partner,0
337,25,Female,Master,Risk Advisory,Analyst,194,5,0,17,3,Low,84,0,21,111,2,54,1,14,199,2,15,5,69,Low,0,0,Consultant,0
338,27,Male,Bachelor,Tax,Partner,155,1,0,50,9,High,2,0,28,130,5,21,1,21,114,4,11,2,84,Medium,70,1,Partner,0
339,53,Female,Bachelor,Tax,Senior Consultant,54,5,2,147,2,Low,12,0,0,244,2,88,4,20,123,4,8,4,45,High,97,0,Manager,0
340,51,Female,Master,Audit,Manager,239,1,0,96,5,Mid,44,0,21,85,4,84,2,23,118,2,12,5,78,Medium,18,0,Senior Manager,0
341,56,Female,Bachelor,Risk Advisory,Manager,88,2,1,92,0,Mid,74,0,24,91,4,55,1,2,173,1,2,2,18,Medium,65,0,Senior Manager,0
342,37,Male,MBA,Technology,Manager,188,3,0,28,0,Low,36,1,13,133,3,5,2,24,45,3,16,2,25,Low,82,0,Senior Manager,0
343,34,Female,MBA,Audit,Consultant,168,4,0,85,6,Low,17,1,17,125,3,2,2,26,154,2,16,2,17,Medium,1,1,Senior Consultant,0
344,51,Female,Master,Risk Advisory,Partner,173,5,0,75,7,Mid,7,1,3,240,2,45,1,9,79,1,19,5,53,Medium,44,1,Partner,0
345,40,Male,Bachelor,Tax,Analyst,99,1,0,190,3,Mid,100,0,7,225,3,45,3,29,188,1,19,1,10,Low,73,1,Consultant,0
346,38,Male,MBA,Audit,Consultant,68,2,0,161,6,Mid,18,1,6,245,3,5,1,21,163,1,18,4,36,Low,12,1,Senior Consultant,0
347,40,Male,MBA,Tax,Consultant,218,1,0,67,1,Low,13,0,28,138,3,8,5,11,78,1,14,3,52,Medium,26,1,Senior Consultant,0
348,49,Male,Master,Consulting,Analyst,228,2,0,4,8,High,77,0,19,214,1,47,1,27,76,3,14,3,26,Low,95,1,Consultant,0
349,47,Male,MBA,Consulting,Senior Consultant,196,4,0,115,8,Low,60,0,15,167,5,11,2,10,152,1,4,1,11,Low,2,0,Manager,0
350,58,Female,MBA,Audit,Manager,191,3,1,121,6,Low,12,0,7,173,5,67,3,3,21,2,8,1,82,Medium,4,0,Senior Manager,0
351,47,Male,Master,Audit,Senior Consultant,226,3,0,73,4,Mid,79,0,8,222,5,0,2,9,111,4,13,1,1,Medium,83,0,Manager,0
352,44,Other,Bachelor,Risk Advisory,Senior Consultant,205,2,0,149,6,Mid,48,1,5,204,5,40,3,19,162,4,2,2,46,Low,85,1,Manager,0
353,30,Male,MBA,Technology,Manager,168,1,0,120,6,Low,51,1,5,208,4,26,1,24,151,1,19,4,0,High,0,1,Senior Manager,0
354,33,Other,Bachelor,Technology,Senior Consultant,41,3,1,152,2,High,67,0,0,125,3,39,2,8,147,1,14,5,6,Medium,7,0,Manager,0
355,22,Male,MBA,Consulting,Consultant,189,1,0,189,6,High,60,1,18,239,4,43,4,4,196,0,2,3,15,Low,53,1,Senior Consultant,0
356,22,Female,MBA,Consulting,Analyst,193,5,0,128,2,Mid,10,0,5,173,5,20,2,28,128,1,8,5,54,Low,18,1,Consultant,0
357,55,Male,MBA,Consulting,Consultant,1,1,0,78,2,Mid,23,0,22,174,5,39,1,29,67,2,15,2,77,Low,74,1,Senior Consultant,0
358,53,Male,Master,Tax,Consultant,9,5,0,167,6,Mid,4,0,21,89,2,31,1,29,66,4,12,5,71,Low,97,1,Senior Consultant,0
359,46,Female,Bachelor,Technology,Partner,75,5,0,30,6,Low,25,1,3,224,2,76,4,17,79,0,9,1,32,Medium,17,0,Partner,0
360,22,Male,Bachelor,Audit,Manager,80,3,0,116,5,Mid,65,0,25,227,2,50,4,20,17,1,16,5,58,Medium,79,0,Senior Manager,0
361,37,Female,MBA,Consulting,Manager,93,5,0,4,6,Low,61,0,14,130,4,0,2,9,49,4,14,5,20,Medium,29,0,Senior Manager,0
362,26,Female,MBA,Risk Advisory,Consultant,228,1,1,175,9,Low,69,0,19,229,3,53,2,29,40,3,8,2,24,Medium,99,0,Senior Consultant,0
